codigo,nombre,costo_neto,precio_venta,marca_fabricante
PK001,Pack baterías NI-CD 6X1800 mA,0.00,,""
PM-002,SOPORTE RESPIRADOR PLEGADO S/GRAMPA,0.00,,""
PM-003,SOPORTE MARBEL PARA MASTIL,15714.00,,""
PR-003,TRATAMIENTO DE ANODIZADO DISCO CALEFACTOR,0.00,,""
PS-006,PASACABLE PLASTICO,0.00,,""
PS-020,SOPORTE INTERIOR MANIJA,0.00,,""
PS-021,TRABA SOPORTE DE MASTIL,23280.00,47040.00,""
PS-022,GRAMPA FIJACION INOX. 130MM,0.00,,""
PS-023,PICO SALIDA VACIO,0.00,,""
PS-024,O´RING,0.00,,""
PS-025,COMPRESOR COMPLETO LONGFIAN JAY-5Q,116400.00,158760.00,""
PS-026,PATA DE GOMA,0.00,,""
PS-027,BUJE ADAPTADOR SILENCIADOR,0.00,,""
PS-029,VALVULA ARANDELA,0.00,,""
PS-030,PORTA VALVULAS,0.00,,""
PS-031,O´RING,0.00,,""
PS-032,ARO FIJADOR DE CANISTER,0.00,,""
PS-033,CONO SOPORTE DE ARO CANISTER,0.00,,""
PS-034,"CONECTOR  BCE. VACUOMETRO 3/8"" NF",0.00,,""
PS-035,SILENCIADOR ROSCA 1/8,0.00,,""
PS-036,O´RING,0.00,,""
PS-037,GOMA ESPONJA 8 X 20 MM X 70MM,0.00,,""
PS-038,TAPA POSTERIOR PINTADO NEGRO,0.00,,""
PS-039,SOPORTE INTERNO BATERIA/MOTOR,2910.00,,""
PS-040,GOMA ESPONJA 10 X 20 MM,0.00,,""
PS-048,SOPORTE FRASCO COLECTOR DIAMETRO 5 MM,0.00,,""
PS-050,CAMISAS COMPRESOR THOMAS 2619/2669 X 2 UNIDADES,33465.00,111573.00,""
PS-051,CAMISAS COMPRESOR THOMAS 2650 X 2 UNIDADES,36375.00,121275.00,""
PS-052,SOPORTE TOMAGOMA,0.00,,""
PS054,Articulo cabiado de codigo,0.00,,""
PS-062,SOPORTE RUEDAS LONGFIAN JAY-5,0.00,,""
R11391,Turbina (eje 5mm) PC-307,58200.00,,""
R12116,Bisagra portillo PC-307,36375.00,,""
R12146,Traba portillo PC-307,17460.00,,""
R20103,Manga portillo iris PC-305,37102.50,,""
R23465,Burlete portillo puerta lateral PC-307,8730.00,,""
R25266,Pasacánulas angular PC-307,14550.00,,""
R31852/1,Perilla mov. Módulo de comandos PC-307,36375.00,,""
RE-003,RESORTE DIAMETRO 5 MM,0.00,,""
RP101,Filtro de salida (10PKS),0.00,,""
RP102,Llave Inglesa,0.00,,""
RP107,Kit de reemplazo del filtro de salida,0.00,,""
RP301,Filtro partidario rígido G3HF,0.00,,""
RP400,Filtro parcial bruto GS,0.00,,""
RP401,Filtro de entrada GS,0.00,,""
RS-031,POTENCIOMETRO MINIATURA 5K LIN ESTEREO,0.00,,""
RS-032,PRESET CERMET 5K,0.00,,""
RS-033,RESISTENCIA MF 1 % 1/4 W 4K7,0.00,,""
RS-034,RESISTENCIA MF 1 % 1/4 W 680 OHM,0.00,,""
SC-001,SUBCONJUNTO CALEFACTOR,0.00,,""
SC-002,SUBCONJ. CARCAZA SUPERIOR COMPLETA,0.00,,""
SC-003,SUBCONJ. MECANIZADO CARCAZA INFERIOR,0.00,,""
SC-004,SUBCONJ. CARCAZA LATERAL,0.00,,""
SC-005,SUBCONJ. PORTA TERMISTOR,0.00,,""
SC-006,SUBCONJ. MECANIZADO DE CARCAZA SUPERIOR,0.00,,""
SC-007,SUBCONJUNTO PLAQUETA ARMADA,0.00,,""
SC-008,PLACA DE CONTROL MARBEL,32010.00,,""
SC-009,SUBCONJUNTO CALEFACTOR C-600,0.00,,""
SC-010,SOPORTE MASTIL MODELO SM,0.00,,""
SC-011,SUBCONJ. CARCAZA SUPERIOR COMPLETA,0.00,,""
SC-012,SUBCONJ. MECANIZADO CARCAZA INFERIOR,0.00,,""
SC-013,SUBCONJ.CARCAZA TRASERA,0.00,,""
SC-014,SUBCONJ. MECANIZADO DE CARCAZA SUPERIOR,0.00,,""
SC-015,SUBCONJUNTO PLAQUETA ARMADA C-600,0.00,,""
SC-020,SOPORTE TIPO RESPIRADOR MODELO SR,0.00,,""
SC-101,PLACA PRINCIPAL BPAP 25A & 25T,242504.85,367500.00,""
SC-102,CABLE ACCESORIO DE 12V ENCENDEDOR DE AUTOMOTOR,8730.00,,""
SC-103,ADAPTADOR FICHA ENCENDEDOR A BATERIA,0.00,,""
SC-104,PLACA PRINCIPAL BPAP 30T,242504.85,367500.00,""
SC-105,CONJUNTO NEUMATICO MOVI VAC A-550,0.00,,""
SC-106,GABINETE COMPLETO,61110.00,,""
SC-107,TAPA POSTERIOR MOVI VAC A-550,0.00,,""
SC-108,LLAVE ENCENDIDO LONGFIAN JA5-5/JAY-5Q,1455.00,1984.50,""
SC-109,CABLEADO ENTRADA DE ALIMENTACION,0.00,,""
SC-110,CABLEADO BATERIAS,0.00,,""
SC-111,CABLEADO MOTOR,0.00,,""
SC-112,GABINETE MOVI VAC A-220,0.00,,""
SC-113,TAPA POSTERIOR MOVI VAC A-220,0.00,,""
SP503,Control Panel Compatible with G3,0.00,,""
SP507,FILTRO PART.MEDIAS CONC.REPIRONICS MILLENIUM (EXTERNO),2619.00,3175.20,""
SP516,FILTRO CPAP  BPAP BMC,1746.00,2116.80,""
SP550,Carcasa delantera con espuma G3HF,0.00,,""
SP551,Entrada de tubo G3HF,0.00,,""
SP552,Escape de tubo G3HF,0.00,,""
SP553,Fan 40x40 G3HF,0.00,,""
SP554,Cable de entrada de alimentación G3HF,0.00,,""
SP555,Producto principal G3 HF,0.00,,""
SP556,Alimento desperdiciado mainfold G3HF,0.00,,""
SP557,Placa madre Inogen G3 HF,0.00,,""
SP558,Soporte de tubo y ensamblaje de silenciador G3HF,0.00,,""
SP559,HF Chasis G3HF,0.00,,""
SP560,Receptáculo de columna Top G3HF,0.00,,""
SP561,Columna moldeada tuber corta G3HF,0.00,,""
SP562,Tubo de columna moldeada G3HF,0.00,,""
SP564,Acumulador G3HF,0.00,,""
SP565,Alto homonjado bajo. 0.0313 Tornillo G3HF,0.00,,""
SP566,Alto homonjado bajo. 0.500 Tornillo G3HF,0.00,,""
SP567,Tornillo de formación de rosca M3x8 G3HF,0.00,,""
SP571,Receptáculos de columna inferior G3HF,0.00,,""
SP572,Cubierta del panel de acceso G3 G3HF,0.00,,""
SP700,Placa base G4,203000.00,304500.00,""
SP701,Fuente de alimentación de AC Inogen G4,487425.00,492450.00,""
SP702,LCD Kit G4,0.00,,""
SP703,Tablero de batería G4,0.00,,""
SP704,Conjunto de filtro compatible c/conc. G4,72750.00,73500.00,""
SP705,Kit de pestillo de columna G4,0.00,,""
SP706,Kit de Barb Barb G4,0.00,,""
SP707,Alimento desperdiciado mainfold g4,0.00,,""
SP708,Arnés de la batería G4,0.00,,""
SP709,Kit de compresor p/Inogen At Home,2109750.00,2131500.00,""
SP710,Producto principal G4,0.00,,""
SP711,Kit de cántula Barb G4,0.00,,""
SP712,Kit de cucharada de partículas gruesas G4,0.00,,""
SP713,Kit de receptáculo de producto G4,0.00,,""
SP714,Columnas compatible c/conc. G4,385575.00,389550.00,""
SP715,Panel de Acceso G4,0.00,,""
SP716,Fan G4,0.00,,""
SP717,Kit de alojamiento inferior G4,0.00,,""
SP718,Kit de chasis G4,0.00,,""
SP719,Interfaz de usuario G4,0.00,,""
SP720,Filtro de entrada G4,0.00,,""
SP721,Kit de tornillo G4,0.00,,""
SP722,Kit de placa base G4 con Bluetooth,0.00,0.00,""
SP801,Reemplazo del kit de cántula G5,0.00,,""
SP802,FILTRO CPAP SERIE M (KIT 2 FILTROS),14550.00,,""
SP803,Reemplazo del kit de columna G5,0.00,,""
SP804,Kit de ensamblaje de filtro G5,0.00,,""
SP805,Kit de interfaz de usuario compatible c/conc. G4,305550.00,308700.00,""
SP806,Kit de receptáculo G5,0.00,,""
SP807,Producto principal Kit G5,0.00,,""
SP808,Kit de bloque de sensor G5,0.00,,""
SP809,LCD Kit G5,0.00,,""
SP810,Kit de fanáticos G5,0.00,,""
SP811,Kit de alimentación principal G5,0.00,,""
SP812,Kit de ensamblaje de alimentación G5,0.00,,""
SP813,Kit de tubos de columna G5,0.00,,""
SP814,PLACA DE CONTROL B-25S,349200.00,529200.00,""
SP816,"Fuente de alimentación DC Inogen One G3, G4, G5",480150.00,485100.00,""
SP817,FILTRO CPAP SERIE M (KIT 2 FILTROS),14550.00,17640.00,""
SP818,KIT S/CAMISAS COMPRESOR THOMAS 2650 (GRANDES),48015.00,160083.00,""
SP819,Kit de compresor G5,0.00,,""
SP820,Kit de pestillo de columna G5,0.00,,""
SP821,Kit de tablero de batería G5,0.00,,""
SP822,Kit de alojamiento inferior G5,0.00,,""
TN-023,"TUERCA 1/8""",0.00,,""
TN-024,"TORNILLO 1/8"" X 1/4"" CABEZA FIJADORA",0.00,,""
TN-025,TORNILLO 3 x 16 MM CAB. GOTA DE CEBO,0.00,,""
TN-026,TORNILLO PARKER CAB.FIJADORA N4 X 5/16 NEGRO,0.00,,""
TN-027,"REMACHE POP 2,4 X 10MM (8MM)",0.00,,""
TN-028,TORNILLO PARKER N4 X 1/2 CABEZA GOTA DE CEBO,0.00,,""
TN-029,TORNILLO M 3 X 20 MM CABEZA FIJADORA,0.00,,""
TN-030,TORNILLO PARKER CAB.FIJADORA N4 X 1/4 NEGRO,0.00,,""
TR-69,Filtro de aire (Paq x 4) PC-307,240075.00,,""
TW027,"Remache POP 2,4mm x 10mm",0.00,,""
