os,quote_id,quote_item_id,tipo,descripcion,qty,precio_u,repuesto_id,repuesto_codigo,costo_u_neto
28896,8506,3665,repuesto,Vacuómetro,1.00,52852.50,,,
28896,8506,3666,repuesto,Baterías,1.00,58725.00,,,
28909,8510,3674,repuesto,Baterías,1.00,58725.00,,,
28909,8510,3675,repuesto,Vacuómetro,1.00,52852.50,,,
28909,8510,3676,mano_obra,Mano de obra,1.00,18588.00,,,
28911,8511,3677,repuesto,Vacuómetro,1.00,52852.50,,,
28911,8511,3678,mano_obra,Mano de obra,1.00,10000.00,,,
28921,8521,3685,repuesto,Vacuómetro,1.00,52852.50,,,
28921,8521,3686,mano_obra,Mano de obra,1.00,18588.00,,,
