id,customer_id,marca_id,model_id,numero_serie,numero_interno,tipo_equipo,variante,garantia_vence,propietario,n_de_control,alquilado,alquiler_a
27241,2,133,713,00006,,ASPIRADOR A BATERAS,,,,,False,
19928,2,133,713,00006,,ASPIRADOR A BATERAS,,,,,False,
23309,2,133,713,00006,,ASPIRADOR A BATERAS,,,,,False,
25682,2,133,1011,00032,,ASPIRADOR A BATERAS,,,,,False,
19930,2,133,713,00032,,ASPIRADOR A BATERAS,,,,,False,
23535,2,133,713,00032,,ASPIRADOR A BATERAS,,,,,False,
22930,2,133,1011,00033,,ASPIRADOR A BATERAS,,,,,False,
25684,2,133,1011,00033,,ASPIRADOR A BATERAS,,,,,False,
23310,2,133,713,00033,,ASPIRADOR A BATERAS,,,,,False,
26443,2,133,713,00033,,ASPIRADOR A BATERAS,,,,,False,
19931,2,133,713,00048,,ASPIRADOR A BATERAS,,,,,False,
17906,2,133,713,00048,,ASPIRADOR A BATERAS,,,,,False,
26581,2,133,713,00082,,ASPIRADOR A BATERAS,,,,,False,
18288,2,133,713,00082,,ASPIRADOR A BATERAS,,,,,False,
19929,2,133,713,00082,,ASPIRADOR A BATERAS,,,,,False,
25943,2,133,713,00082,,ASPIRADOR A BATERAS,,,,,False,
25683,2,133,1011,00085,,ASPIRADOR A BATERAS,,,,,False,
19932,2,133,713,00085,,ASPIRADOR A BATERAS,,,,,False,
23536,2,133,713,00085,,ASPIRADOR A BATERAS,,,,,False,
25685,2,133,1011,00093,,ASPIRADOR A BATERAS,,,,,False,
23308,2,133,713,00093,,ASPIRADOR A BATERAS,,,,,False,
15656,2,133,713,00096,,ASPIRADOR A BATERAS,,,,,False,
19927,2,133,713,00096,,ASPIRADOR A BATERAS,,,,,False,
18489,2,133,713,00102,,ASPIRADOR A BATERAS,,,,,False,
23312,2,133,713,00102,,ASPIRADOR A BATERAS,,,,,False,
25947,2,133,713,00102,,ASPIRADOR A BATERAS,,,,,False,
15657,2,133,713,00112,,ASPIRADOR A BATERAS,,,,,False,
17175,2,133,713,00112,,ASPIRADOR A BATERAS,,,,,False,
18571,2,133,713,00112,,ASPIRADOR A BATERAS,,,,,False,
23818,2,133,713,00112,,ASPIRADOR A BATERAS,,,,,False,
25940,2,133,713,00112,,ASPIRADOR A BATERAS,,,,,False,
27242,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
15654,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
18028,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
23311,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
23534,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
25944,2,133,713,00113,,ASPIRADOR A BATERAS,,,,,False,
18488,2,133,713,00122,,ASPIRADOR A BATERAS,,,,,False,
23307,2,133,713,00122,,ASPIRADOR A BATERAS,,,,,False,
25948,2,133,713,00122,,ASPIRADOR A BATERAS,,,,,False,
17499,2,133,1289,00129,,ASPIRADOR A BATERÍAS,,,,,False,
18240,2,133,713,00129,,ASPIRADOR A BATERAS,,,,,False,
19934,2,133,713,00129,,ASPIRADOR A BATERAS,,,,,False,
15655,2,133,713,00176,,ASPIRADOR A BATERAS,,,,,False,
18241,2,133,713,00176,,ASPIRADOR A BATERAS,,,,,False,
23306,2,133,713,00176,,ASPIRADOR A BATERAS,,,,,False,
25941,2,133,713,00176,,ASPIRADOR A BATERAS,,,,,False,
23305,2,133,1011,00220,,ASPIRADOR A BATERAS,,,,,False,
18289,2,133,713,00220,,ASPIRADOR A BATERAS,,,,,False,
25942,2,133,713,00220,,ASPIRADOR A BATERAS,,,,,False,
25367,171,301,1594,01-0401-11-A,,ASPIRADOR,,,,,False,
25883,171,301,1594,01-0401-11-A,,ASPIRADOR,,,,,False,
28238,171,301,1594,01-0401-11A,,ASPIRADOR,,,,,False,
21996,170,226,1165,011508030060,,oxímetro de pulso,,,,,False,
16871,170,226,1165,011508030060,,oxímetro de pulso,,,,,False,
17777,213,226,1165,011509040121,,oxímetro de pulso,,,,,False,
17958,213,226,1165,011509040121,,oxímetro de pulso,,,,,False,
20890,170,226,1165,011509040164,,oxímetro de pulso,,,,,False,
22907,170,226,1165,011509040164,,oxímetro de pulso,,,,,False,
22951,170,226,1165,011509040164,,oxímetro de pulso,,,,,False,
15719,213,226,1165,011510050012,,oxímetro de pulso,,,,,False,
18785,213,226,1165,011510050012,,oxímetro de pulso,,,,,False,
16897,194,226,1165,011514040022,,oxímetro de pulso,,,,,False,
24546,194,226,1165,011514040022,,oxímetro de pulso,,,,,False,
25250,194,226,1165,011514040085,,oxímetro de pulso,,,,,False,
16382,194,226,1165,011514040085,,oxímetro de pulso,,,,,False,
18919,194,226,1165,011514040085,,oxímetro de pulso,,,,,False,
22569,171,301,1594,01-286-15A,,ASPIRADOR,,,,,False,
22571,171,301,1594,01-286-15A,,ASPIRADOR,,,,,False,
15538,122,133,1190,013,,,,,,,False,
26605,132,226,1165,013,,oxímetro de pulso,,,,,False,
15642,210,223,535,0161,,ASPIRADOR A BATERÍAS,,,,,False,
17242,210,223,535,0161,,ASPIRADOR A BATERÍAS,,,,,False,
17615,213,226,1165,018205090193,,oxímetro de pulso,,,,,False,
18257,213,226,1263,018205090193,,oxímetro de pulso,,,,,False,
19742,55,301,1594,02-0234-13a,,ASPIRADOR,,,,,False,
19854,55,301,1594,02-0234-13-A,,ASPIRADOR,,,,,False,
24769,17,597,,021205078316,,,,,,,False,
25011,17,597,1651,021205078316,,,,,,,False,
24427,171,301,1594,02-85-16-A,,ASPIRADOR,,,,,False,
21273,171,301,1594,02-85-16-A,,ASPIRADOR,,,,,False,
21257,55,301,1594,03-0068-13-A,,ASPIRADOR,,,,,False,
21434,55,301,1594,03-0068-13-A,,ASPIRADOR,,,,,False,
17812,55,301,1594,03006813a,,ASPIRADOR,,,,,False,
19066,55,301,1594,03-0227-09A,,ASPIRADOR,,,,,False,
20320,55,301,1594,03-0227-09-A,,ASPIRADOR,,,,,False,
21615,55,301,1594,03-0227-09-A,,ASPIRADOR,,,,,False,
16411,55,301,1594,03-0228-09-A,,ASPIRADOR,,,,,False,
15181,55,301,1594,03-0228-09-A,,ASPIRADOR,,,,,False,
18124,55,301,1594,03-0422-11-a,,ASPIRADOR,,,,,False,
17914,55,301,1594,03-0422-11-a,,ASPIRADOR,,,,,False,
24422,163,301,1594,03-0544-11-A,,ASPIRADOR,,,,,False,
23669,163,301,1594,03-0544-11A,,ASPIRADOR,,,,,False,
17026,2,133,713,033 70,,ASPIRADOR A BATERAS,,,,,False,
17151,2,133,713,033 70,,ASPIRADOR A BATERAS,,,,,False,
18493,55,301,1594,04-0109-13-A,,ASPIRADOR,,,,,False,
18599,55,301,1594,04-0109-13A,,ASPIRADOR,,,,,False,
16407,55,301,1594,04-0574-12-A,,ASPIRADOR,,,,,False,
18275,55,301,1594,04-0574-12A,,ASPIRADOR,,,,,False,
18819,55,301,1594,04-0574-12A,,ASPIRADOR,,,,,False,
19064,55,301,1594,04-0574-12A,,ASPIRADOR,,,,,False,
20076,171,301,1594,04-0726-11A,,ASPIRADOR,,,,,False,
22121,171,301,1594,04-0726-11A,,ASPIRADOR,,,,,False,
28250,171,301,1594,04-137-18-A,,ASPIRADOR,,,,,False,
24653,171,301,1594,04-137-18-A,,ASPIRADOR,,,,,False,
20826,194,301,1594,0450618A,,ASPIRADOR,,,,,False,
22448,194,301,1594,04-506-18-A,,ASPIRADOR,,,,,False,
25341,213,,,048014,,,,,,,False,
24163,213,93,1442,048014,,ASPIRADOR A BATERAS,,,,,False,
24696,213,93,1442,048014,,ASPIRADOR A BATERAS,,,,,False,
27401,213,653,1377,048014,,ASPIRADOR A BATERÍAS,PM65,,,,False,
26069,171,301,1594,05-0124-09-A,,ASPIRADOR,,,,,False,
22393,171,301,1594,05-0124-09A,,ASPIRADOR,,,,,False,
21475,213,597,1651,050309012422,,,,,,,False,
21352,213,597,1651,050309012422,,,,,,,False,
19862,213,653,,050470,,,,,,,False,
25633,213,653,1377,050470,,ASPIRADOR A BATERÍAS,PM65,,,,False,
24147,213,93,1442,050470,,ASPIRADOR A BATERAS,,,,,False,
18558,213,653,1377,050470,,ASPIRADOR A BATERÍAS,PM65,,,,False,
21944,213,653,1377,050470,,ASPIRADOR A BATERÍAS,PM65,,,,False,
21258,55,301,1594,05-0503-13A,,ASPIRADOR,,,,,False,
21907,55,301,1594,05-0503-13A,,ASPIRADOR,,,,,False,
15909,213,653,,053642,,,,,,,False,
23930,213,653,1377,053642,,ASPIRADOR A BATERÍAS,PM65,,,,False,
23122,213,653,1377,053643,,ASPIRADOR A BATERÍAS,PM65,,,,False,
16979,213,653,1377,053643,,ASPIRADOR A BATERÍAS,PM65,,,,False,
26224,213,653,1377,056135,,ASPIRADOR A BATERÍAS,PM65,,,,False,
20764,213,653,1377,056135,,ASPIRADOR A BATERÍAS,PM65,,,,False,
18557,213,653,1377,056135,,ASPIRADOR A BATERÍAS,PM65,,,,False,
